IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.42.155,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.171.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.173.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.18.132,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.70.186,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.85.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.214.139,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.214.139,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.154.218,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.94.15,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.244.38,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.11.90,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.60.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,42,0.00
8.210.89.245,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.89.245,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.243.95,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.186.171,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.213.245,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.244.38,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,42,0.00
8.217.85.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.243.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.42.155,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.48.107,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.186.171,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.214.139,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.60.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.43.213,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.0.114,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.243.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.127.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.225.255,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,42,0.00
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.186.171,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.70.186,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.204.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.6.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.49.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.228.152,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.243.91.58,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.3.198,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.40.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,42,0.00
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,42,0.00
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,42,0.00
8.218.98.75,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.203.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.0.114,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.7.162,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.192.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.6.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.32.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.219.6.150,2052,2052,false,SIN,Asia Pacific,Singapore,42,0.00
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,42,0.00
47.76.77.103,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.42.153,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.243.95,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.48.107,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.178.79,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.217.85.14,80,80,false,HKG,Asia Pacific,Hong Kong,42,0.00
47.76.77.103,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,42,0.00
8.210.42.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,0.00
8.218.22.210,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.201.8,2095,2095,false,SIN,Asia Pacific,Singapore,43,0.00
47.243.186.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.51.171,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.85.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.35.50,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.6.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.203.101,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,43,0.00
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.48.107,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.1.163,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.6.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.121.207,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.3.198,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,43,0.00
8.210.100.23,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.35.50,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.11.90,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.74.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.1.163,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.60.150,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.53.110,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.49.34,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.250.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.35.50,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.242.7.162,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.238.0.114,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.85.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.213.245,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.42.171,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,43,0.00
8.219.164.237,443,443,true,SIN,Asia Pacific,Singapore,43,0.00
47.243.70.186,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.173.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.243.186.171,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.72.0,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,43,0.00
8.218.178.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,43,0.00
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.227.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,43,0.00
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,43,0.00
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,43,0.00
8.210.43.213,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.76.192.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.219.177.205,2086,2086,false,SIN,Asia Pacific,Singapore,43,0.00
8.218.22.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,0.00
8.210.89.245,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
47.236.237.90,8880,8880,false,SIN,Asia Pacific,Singapore,44,0.00
8.218.228.152,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.154.218,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.238.5.0,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.127.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,44,0.00
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.155.238,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,44,0.00
8.218.85.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,44,0.00
47.238.35.50,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
47.76.225.255,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,44,0.00
47.243.86.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
47.76.192.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.225.255,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.70.186,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.214.139,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.156.242,2052,2052,false,SIN,Asia Pacific,Singapore,44,0.00
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,44,0.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.181.213,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.238.35.50,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.18.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.26.83,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.18.199,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.91.58,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.219.174.142,2082,2082,false,SIN,Asia Pacific,Singapore,44,0.00
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.236.170.225,2052,2052,false,SIN,Asia Pacific,Singapore,44,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.219.78.188,8880,8880,false,SIN,Asia Pacific,Singapore,44,0.00
8.218.3.198,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.81.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.27.217,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,44,0.00
47.76.98.98,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,44,0.00
47.243.139.85,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.85.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.29.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.42.171,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.255.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.238.0.114,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.244.38,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.233.67,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.219.210.57,8080,8080,false,SIN,Asia Pacific,Singapore,44,0.00
47.242.157.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.5.154,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
47.243.26.83,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.76.214.139,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,44,0.00
8.219.0.48,2052,2052,false,SIN,Asia Pacific,Singapore,44,0.00
8.218.155.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.210.9.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.65.171,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.57.13.107,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.181.117,8880,8880,false,SIN,Asia Pacific,Singapore,44,0.00
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,44,0.00
8.210.85.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.85.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.222.169.222,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,0.00
47.57.14.118,80,80,false,SJC,North America,San Jose,44,0.00
8.217.251.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,0.00
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,45,0.00
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.42.155,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.81.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.53.110,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.222.57,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.233.67,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,45,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.50.252,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.22.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.5.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.170.225,2052,2052,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.57.14.118,80,80,false,SJC,North America,San Jose,45,0.00
8.217.232.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.238.0.114,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.80.72,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,45,0.00
47.243.5.154,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.228.152,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.1.163,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,45,0.00
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.234.9,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.51.171,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,45,0.00
47.243.86.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,45,0.00
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,45,0.00
47.242.252.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,45,0.00
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,45,0.00
47.76.189.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,45,0.00
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,45,0.00
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.229.190,8443,8443,true,SIN,Asia Pacific,Singapore,45,0.00
47.238.6.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.139.85,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,45,0.00
47.243.51.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.237.82.15,2086,2086,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.34.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.178.79,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
